entry_time,exit_time,direction,volume,pnl,reason
2025-09-10T03:45:00+00:00,2025-09-10T07:15:00+00:00,1,0.0001,0.07468815025528493,stop
2025-09-11T06:45:00+00:00,2025-09-11T07:00:00+00:00,1,0.0002,-0.1312612381182102,stop
2025-09-12T02:15:00+00:00,2025-09-12T02:30:00+00:00,1,0.0002,-0.0033999999999981814,stop
2025-09-12T02:45:00+00:00,2025-09-12T05:15:00+00:00,1,0.0001,0.05689108117683809,stop
2025-09-12T05:30:00+00:00,2025-09-12T05:45:00+00:00,1,0.0003,-0.005099999999997272,stop
2025-09-12T06:00:00+00:00,2025-09-12T06:30:00+00:00,1,0.0001,-0.049185404267125886,stop
2025-09-15T02:30:00+00:00,2025-09-15T05:00:00+00:00,1,0.0002,-0.0033999999999981814,stop
2025-09-15T15:15:00+00:00,2025-09-15T15:45:00+00:00,1,0.0001,0.14323556564113168,target
2025-09-15T16:00:00+00:00,2025-09-15T16:30:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-15T18:00:00+00:00,2025-09-15T22:00:00+00:00,1,0.0001,-0.042239999999999965,time_exit
2025-09-16T00:15:00+00:00,2025-09-16T01:00:00+00:00,1,0.0003,0.12206246133016556,stop
2025-09-16T02:00:00+00:00,2025-09-16T02:30:00+00:00,1,0.0002,-0.0033999999999981814,stop
2025-09-16T07:30:00+00:00,2025-09-16T07:45:00+00:00,1,0.0001,-0.05358723263921383,stop
2025-09-17T02:00:00+00:00,2025-09-17T02:15:00+00:00,1,0.0002,-0.0033999999999981814,stop
2025-09-17T05:00:00+00:00,2025-09-17T05:15:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-19T18:00:00+00:00,2025-09-21T22:15:00+00:00,1,0.0002,0.25306193117326403,target
2025-09-21T22:30:00+00:00,2025-09-21T23:00:00+00:00,1,0.0002,-0.1041202909195239,stop
2025-09-21T23:15:00+00:00,2025-09-21T23:30:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-22T00:00:00+00:00,2025-09-22T01:15:00+00:00,1,0.0002,0.10483251984208765,stop
2025-09-22T01:30:00+00:00,2025-09-22T04:30:00+00:00,1,0.0002,-0.0033999999999981814,stop
2025-09-22T04:45:00+00:00,2025-09-22T06:15:00+00:00,1,0.0001,0.11367216874096521,target
2025-09-22T06:30:00+00:00,2025-09-22T06:45:00+00:00,1,0.0002,0.138283111563927,stop
2025-09-22T07:00:00+00:00,2025-09-22T09:30:00+00:00,1,0.0002,0.14158156349942475,stop
2025-09-23T00:00:00+00:00,2025-09-23T01:15:00+00:00,1,0.0002,0.05024288472221415,stop
2025-09-23T01:30:00+00:00,2025-09-23T01:45:00+00:00,1,0.0002,0.06326037074968881,stop
2025-09-23T02:00:00+00:00,2025-09-23T02:00:00+00:00,1,0.0001,-0.07653884008518909,stop
2025-09-23T07:00:00+00:00,2025-09-23T08:30:00+00:00,1,0.0001,0.14147322098341356,target
2025-09-23T08:45:00+00:00,2025-09-23T09:15:00+00:00,1,0.0001,0.150307239227456,target
2025-09-24T00:45:00+00:00,2025-09-24T01:45:00+00:00,1,0.0001,-0.07754147671318898,stop
2025-09-24T11:45:00+00:00,2025-09-24T13:15:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-25T00:15:00+00:00,2025-09-25T01:00:00+00:00,1,0.0002,-0.14092203769883455,stop
2025-09-25T10:45:00+00:00,2025-09-25T11:00:00+00:00,1,0.0001,-0.07576441122196521,stop
2025-09-26T14:15:00+00:00,2025-09-26T16:15:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-28T22:15:00+00:00,2025-09-28T23:00:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-28T23:15:00+00:00,2025-09-29T00:30:00+00:00,1,0.0001,0.1459637413486751,target
2025-09-29T03:15:00+00:00,2025-09-29T06:15:00+00:00,1,0.0001,0.20693835917467532,target
2025-09-29T06:30:00+00:00,2025-09-29T06:45:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-30T01:45:00+00:00,2025-09-30T03:30:00+00:00,1,0.0002,0.28762533494025194,target
2025-09-30T03:45:00+00:00,2025-09-30T05:00:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-30T05:15:00+00:00,2025-09-30T05:45:00+00:00,1,0.0001,-0.0016999999999990907,stop
